base,ligand,solvent,concentration,temperature,yield,cost
CsOPiv,PPhMe2,DMAc,0.057,90,0.0,0.125107638
KOAc,P(fur)3,BuCN,0.057,90,2.62,0.079292383
KOAc,PPh2Me,BuCN,0.057,90,0.0,0.068030658
KOAc,GorlosPhos HBF4,BuCN,0.057,90,4.98,0.079123915
KOAc,JackiePhos,BuCN,0.057,90,20.5,0.396849031
KOAc,CgMe-PPh,BuCN,0.057,90,17.45,0.098577852
KOAc,PPhMe2,BuCN,0.057,90,0.0,0.069286487
KOPiv,P(fur)3,BuCN,0.057,90,37.93,0.0784692
KOPiv,PPh2Me,BuCN,0.057,90,0.0,0.066936358
KOPiv,GorlosPhos HBF4,BuCN,0.057,90,28.17,0.0782076729999999
KOPiv,JackiePhos,BuCN,0.057,90,16.57,0.395724556
KOPiv,CgMe-PPh,BuCN,0.057,90,51.32,0.097743613
KOPiv,PPhMe2,BuCN,0.057,90,0.0,0.068192187
CsOAc,P(fur)3,BuCN,0.057,90,12.91,0.124871837
CsOAc,PPh2Me,BuCN,0.057,90,0.0,0.113531104
CsOAc,GorlosPhos HBF4,BuCN,0.057,90,21.15,0.124748518
CsOAc,JackiePhos,BuCN,0.057,90,23.51,0.442372588
CsOAc,CgMe-PPh,BuCN,0.057,90,57.85,0.144388497
CsOAc,PPhMe2,BuCN,0.057,90,0.0,0.114786933
CsOPiv,P(fur)3,BuCN,0.057,90,26.3,0.165847914
CsOPiv,PPh2Me,BuCN,0.057,90,0.0,0.15440437
CsOPiv,GorlosPhos HBF4,BuCN,0.057,90,29.23,0.165683823
CsOPiv,JackiePhos,BuCN,0.057,90,11.65,0.483154791
CsOPiv,CgMe-PPh,BuCN,0.057,90,43.22,0.185149431
CsOPiv,PPhMe2,BuCN,0.057,90,0.0,0.155660199
KOAc,P(fur)3,BuOAc,0.057,90,3.78,0.068887849
KOAc,PPh2Me,BuOAc,0.057,90,0.0,0.05762498
KOAc,GorlosPhos HBF4,BuOAc,0.057,90,3.14,0.068697661
KOAc,JackiePhos,BuOAc,0.057,90,3.77,0.386307155
KOAc,CgMe-PPh,BuOAc,0.057,90,12.61,0.088109116
KOAc,PPhMe2,BuOAc,0.057,90,0.0,0.058880809
KOPiv,P(fur)3,BuOAc,0.057,90,15.73,0.067860763
KOPiv,PPh2Me,BuOAc,0.057,90,0.0,0.056530681
KOPiv,GorlosPhos HBF4,BuOAc,0.057,90,3.04,0.067602799
KOPiv,JackiePhos,BuOAc,0.057,90,3.67,0.385212292
KOPiv,CgMe-PPh,BuOAc,0.057,90,17.63,0.087043051
KOPiv,PPhMe2,BuOAc,0.057,90,0.0,0.057786509
CsOAc,P(fur)3,BuOAc,0.057,90,13.72,0.114444203
CsOAc,PPh2Me,BuOAc,0.057,90,0.0,0.103125427
CsOAc,GorlosPhos HBF4,BuOAc,0.057,90,8.14,0.11422623
CsOAc,JackiePhos,BuOAc,0.057,90,1.79,0.431796464
CsOAc,CgMe-PPh,BuOAc,0.057,90,20.2,0.133652252
CsOAc,PPhMe2,BuOAc,0.057,90,0.0,0.104381255
CsOPiv,P(fur)3,BuOAc,0.057,90,13.13,0.1553141509999999
CsOPiv,PPh2Me,BuOAc,0.057,90,0.0,0.143998693
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,90,11.0,0.155115582
CsOPiv,JackiePhos,BuOAc,0.057,90,0.99,0.472665231
CsOPiv,CgMe-PPh,BuOAc,0.057,90,14.68,0.174494471
CsOPiv,PPhMe2,BuOAc,0.057,90,0.0,0.145254521
KOAc,P(fur)3,p-Xylene,0.057,90,2.65,0.052696675
KOAc,PPh2Me,p-Xylene,0.057,90,0.0,0.041445396
KOAc,GorlosPhos HBF4,p-Xylene,0.057,90,0.0,0.052500415
KOAc,JackiePhos,p-Xylene,0.057,90,3.79,0.370120198
KOAc,CgMe-PPh,p-Xylene,0.057,90,8.45,0.071889446
KOAc,PPhMe2,p-Xylene,0.057,90,0.0,0.042701224
KOPiv,P(fur)3,p-Xylene,0.057,90,15.86,0.051650589
KOPiv,PPh2Me,p-Xylene,0.057,90,0.0,0.040351096
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,90,0.0,0.051406116
KOPiv,JackiePhos,p-Xylene,0.057,90,7.25,0.369038526
KOPiv,CgMe-PPh,p-Xylene,0.057,90,16.15,0.070823249
KOPiv,PPhMe2,p-Xylene,0.057,90,0.0,0.041606925
CsOAc,P(fur)3,p-Xylene,0.057,90,15.92,0.098245554
CsOAc,PPh2Me,p-Xylene,0.057,90,0.0,0.086945842
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,90,1.12,0.098004949
CsOAc,JackiePhos,p-Xylene,0.057,90,5.48,0.415626812
CsOAc,CgMe-PPh,p-Xylene,0.057,90,28.4,0.117462704
CsOAc,PPhMe2,p-Xylene,0.057,90,0.0,0.088201671
CsOPiv,P(fur)3,p-Xylene,0.057,90,7.59,0.139088417
CsOPiv,PPh2Me,p-Xylene,0.057,90,0.0,0.127819108
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,90,0.76,0.138876901
CsOPiv,JackiePhos,p-Xylene,0.057,90,0.0,0.456480078
CsOPiv,CgMe-PPh,p-Xylene,0.057,90,0.4,0.158233777
CsOPiv,PPhMe2,p-Xylene,0.057,90,0.0,0.129074937
KOAc,P(fur)3,DMAc,0.057,105,39.39,0.048833258
KOAc,PPh2Me,DMAc,0.057,105,14.36,0.037519494
KOAc,GorlosPhos HBF4,DMAc,0.057,105,10.03,0.048562031
KOAc,JackiePhos,DMAc,0.057,105,87.62,0.366391656
KOAc,CgMe-PPh,DMAc,0.057,105,67.21,0.068085059
KOAc,PPhMe2,DMAc,0.057,105,0.0,0.038733926
KOPiv,P(fur)3,DMAc,0.057,105,64.12,0.047810249
KOPiv,PPh2Me,DMAc,0.057,105,22.92,0.036449871
KOPiv,GorlosPhos HBF4,DMAc,0.057,105,27.93,0.047519333
KOPiv,JackiePhos,DMAc,0.057,105,54.07,0.365200639
KOPiv,CgMe-PPh,DMAc,0.057,105,90.39,0.067057582
KOPiv,PPhMe2,DMAc,0.057,105,0.0,0.037639626
CsOAc,P(fur)3,DMAc,0.057,105,44.25,0.094347714
CsOAc,PPh2Me,DMAc,0.057,105,20.41,0.083037381
CsOAc,GorlosPhos HBF4,DMAc,0.057,105,12.61,0.094069915
CsOAc,JackiePhos,DMAc,0.057,105,71.97,0.4118469870000001
CsOAc,CgMe-PPh,DMAc,0.057,105,91.39,0.11365521
CsOAc,PPhMe2,DMAc,0.057,105,0.0,0.0842343719999999
CsOPiv,P(fur)3,DMAc,0.057,105,46.33,0.135226976
CsOPiv,PPh2Me,DMAc,0.057,105,14.24,0.12389286
CsOPiv,GorlosPhos HBF4,DMAc,0.057,105,24.03,0.134976102
CsOPiv,JackiePhos,DMAc,0.057,105,9.52,0.452540223
CsOPiv,CgMe-PPh,DMAc,0.057,105,91.06,0.154527525
CsOPiv,PPhMe2,DMAc,0.057,105,0.0,0.125107638
KOAc,P(fur)3,BuCN,0.057,105,8.17,0.079334997
KOAc,PPh2Me,BuCN,0.057,105,0.0,0.068030658
KOAc,GorlosPhos HBF4,BuCN,0.057,105,13.79,0.07919156
KOAc,JackiePhos,BuCN,0.057,105,24.09,0.396876595
KOAc,CgMe-PPh,BuCN,0.057,105,36.66,0.09872535
KOAc,PPhMe2,BuCN,0.057,105,0.0,0.069286487
KOPiv,P(fur)3,BuCN,0.057,105,43.79,0.078514194
KOPiv,PPh2Me,BuCN,0.057,105,1.52,0.066948029
KOPiv,GorlosPhos HBF4,BuCN,0.057,105,49.19,0.078369068
KOPiv,JackiePhos,BuCN,0.057,105,15.64,0.395717415
KOPiv,CgMe-PPh,BuCN,0.057,105,76.85,0.097939637
KOPiv,PPhMe2,BuCN,0.057,105,0.0,0.068192187
CsOAc,P(fur)3,BuCN,0.057,105,20.05,0.12492666
CsOAc,PPh2Me,BuCN,0.057,105,0.04,0.113531412
CsOAc,GorlosPhos HBF4,BuCN,0.057,105,36.9,0.124869449
CsOAc,JackiePhos,BuCN,0.057,105,23.83,0.442375045
CsOAc,CgMe-PPh,BuCN,0.057,105,67.85,0.144465279
CsOAc,PPhMe2,BuCN,0.057,105,0.0,0.114786933
CsOPiv,P(fur)3,BuCN,0.057,105,34.47,0.165910645
CsOPiv,PPh2Me,BuCN,0.057,105,0.53,0.15440844
CsOPiv,GorlosPhos HBF4,BuCN,0.057,105,46.17,0.165813892
CsOPiv,JackiePhos,BuCN,0.057,105,10.68,0.483147343
CsOPiv,CgMe-PPh,BuCN,0.057,105,11.18,0.184903422
CsOPiv,PPhMe2,BuCN,0.057,105,0.0,0.155660199
KOAc,P(fur)3,BuOAc,0.057,105,8.43,0.068914003
KOAc,PPh2Me,BuOAc,0.057,105,0.0,0.05762498
KOAc,GorlosPhos HBF4,BuOAc,0.057,105,2.21,0.06869243
KOAc,JackiePhos,BuOAc,0.057,105,5.59,0.386317391
KOAc,CgMe-PPh,BuOAc,0.057,105,35.64,0.08823865
KOAc,PPhMe2,BuOAc,0.057,105,0.0,0.058880809
KOPiv,P(fur)3,BuOAc,0.057,105,16.31,0.067864025
KOPiv,PPh2Me,BuOAc,0.057,105,0.0,0.056530681
KOPiv,GorlosPhos HBF4,BuOAc,0.057,105,10.68,0.067645771
KOPiv,JackiePhos,BuOAc,0.057,105,4.15,0.385214992
KOPiv,CgMe-PPh,BuOAc,0.057,105,30.75,0.087116846
KOPiv,PPhMe2,BuOAc,0.057,105,0.0,0.057786509
CsOAc,P(fur)3,BuOAc,0.057,105,14.5,0.11444859
CsOAc,PPh2Me,BuOAc,0.057,105,0.0,0.103125427
CsOAc,GorlosPhos HBF4,BuOAc,0.057,105,22.02,0.114304299
CsOAc,JackiePhos,BuOAc,0.057,105,3.37,0.431805351
CsOAc,CgMe-PPh,BuOAc,0.057,105,38.53,0.133755351
CsOAc,PPhMe2,BuOAc,0.057,105,0.0,0.104381255
CsOPiv,P(fur)3,BuOAc,0.057,105,14.84,0.155323769
CsOPiv,PPh2Me,BuOAc,0.057,105,0.0,0.143998693
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,105,33.41,0.155241629
CsOPiv,JackiePhos,BuOAc,0.057,105,1.3,0.472666974
CsOPiv,CgMe-PPh,BuOAc,0.057,105,19.84,0.1745234939999999
CsOPiv,PPhMe2,BuOAc,0.057,105,0.0,0.145254521
KOAc,P(fur)3,p-Xylene,0.057,105,4.99,0.052705216
KOAc,PPh2Me,p-Xylene,0.057,105,0.0,0.041445396
KOAc,GorlosPhos HBF4,p-Xylene,0.057,105,1.47,0.05250578
KOAc,JackiePhos,p-Xylene,0.057,105,5.45,0.370126256
KOAc,CgMe-PPh,p-Xylene,0.057,105,25.69,0.071952367
KOAc,PPhMe2,p-Xylene,0.057,105,0.0,0.042701224
KOPiv,P(fur)3,p-Xylene,0.057,105,14.68,0.051646282
KOPiv,PPh2Me,p-Xylene,0.057,105,0.0,0.040351096
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,105,24.06,0.051493928
KOPiv,JackiePhos,p-Xylene,0.057,105,8.93,0.369044658
KOPiv,CgMe-PPh,p-Xylene,0.057,105,17.0,0.070826351
KOPiv,PPhMe2,p-Xylene,0.057,105,0.0,0.041606925
CsOAc,P(fur)3,p-Xylene,0.057,105,16.85,0.098248948
CsOAc,PPh2Me,p-Xylene,0.057,105,0.0,0.086945842
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,105,0.0,0.098000862
CsOAc,JackiePhos,p-Xylene,0.057,105,6.15,0.415629258
CsOAc,CgMe-PPh,p-Xylene,0.057,105,41.1,0.117509056
CsOAc,PPhMe2,p-Xylene,0.057,105,0.0,0.088201671
CsOPiv,P(fur)3,p-Xylene,0.057,105,7.12,0.1390867019999999
CsOPiv,PPh2Me,p-Xylene,0.057,105,0.0,0.127819108
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,105,12.53,0.138919859
CsOPiv,JackiePhos,p-Xylene,0.057,105,6.96,0.45650548
CsOPiv,CgMe-PPh,p-Xylene,0.057,105,11.91,0.158275786
CsOPiv,PPhMe2,p-Xylene,0.057,105,0.0,0.129074937
KOAc,P(fur)3,DMAc,0.057,120,62.04,0.048898553
KOAc,PPh2Me,DMAc,0.057,120,12.01,0.03751272
KOAc,GorlosPhos HBF4,DMAc,0.057,120,13.87,0.048573101
KOAc,JackiePhos,DMAc,0.057,120,89.14,0.366396038
KOAc,CgMe-PPh,DMAc,0.057,120,96.64,0.068169899
KOAc,PPhMe2,DMAc,0.057,120,3.33,0.038743526
KOPiv,P(fur)3,DMAc,0.057,120,83.62,0.047866463
KOPiv,PPh2Me,DMAc,0.057,120,28.06,0.036464688
KOPiv,GorlosPhos HBF4,DMAc,0.057,120,36.29,0.047543433
KOPiv,JackiePhos,DMAc,0.057,120,82.13,0.36528153
KOPiv,CgMe-PPh,DMAc,0.057,120,89.95,0.0670563129999999
KOPiv,PPhMe2,DMAc,0.057,120,2.15,0.037645824
CsOAc,P(fur)3,DMAc,0.057,120,78.6,0.094446738
CsOAc,PPh2Me,DMAc,0.057,120,18.16,0.083030895
CsOAc,GorlosPhos HBF4,DMAc,0.057,120,16.77,0.094081907
CsOAc,JackiePhos,DMAc,0.057,120,81.48,0.411874402
CsOAc,CgMe-PPh,DMAc,0.057,120,95.48,0.113667001
CsOAc,PPhMe2,DMAc,0.057,120,5.9,0.084251381
CsOPiv,P(fur)3,DMAc,0.057,120,50.7,0.135239574
CsOPiv,PPh2Me,DMAc,0.057,120,9.36,0.123878793
CsOPiv,GorlosPhos HBF4,DMAc,0.057,120,27.88,0.134987201
CsOPiv,JackiePhos,DMAc,0.057,120,22.07,0.452576402
CsOPiv,CgMe-PPh,DMAc,0.057,120,92.03,0.154530321
CsOPiv,PPhMe2,DMAc,0.057,120,0.0,0.125107638
KOAc,P(fur)3,BuCN,0.057,120,12.25,0.079366324
KOAc,PPh2Me,BuCN,0.057,120,0.0,0.068030658
KOAc,GorlosPhos HBF4,BuCN,0.057,120,20.95,0.0792465359999999
KOAc,JackiePhos,BuCN,0.057,120,21.88,0.3968596270000001
KOAc,CgMe-PPh,BuCN,0.057,120,76.66,0.099032478
KOAc,PPhMe2,BuCN,0.057,120,0.0,0.069286487
KOPiv,P(fur)3,BuCN,0.057,120,31.53,0.078420059
KOPiv,PPh2Me,BuCN,0.057,120,0.0,0.066936358
KOPiv,GorlosPhos HBF4,BuCN,0.057,120,64.48,0.078486468
KOPiv,JackiePhos,BuCN,0.057,120,16.07,0.395720716
KOPiv,CgMe-PPh,BuCN,0.057,120,77.52,0.097944781
KOPiv,PPhMe2,BuCN,0.057,120,0.0,0.068192187
CsOAc,P(fur)3,BuCN,0.057,120,25.45,0.124968122
CsOAc,PPh2Me,BuCN,0.057,120,0.0,0.113531104
CsOAc,GorlosPhos HBF4,BuCN,0.057,120,49.09,0.124963046
CsOAc,JackiePhos,BuCN,0.057,120,23.23,0.442370438
CsOAc,CgMe-PPh,BuCN,0.057,120,50.74,0.144333905
CsOAc,PPhMe2,BuCN,0.057,120,0.0,0.114786933
CsOPiv,P(fur)3,BuCN,0.057,120,23.81,0.165828796
CsOPiv,PPh2Me,BuCN,0.057,120,0.0,0.15440437
CsOPiv,GorlosPhos HBF4,BuCN,0.057,120,58.13,0.165905723
CsOPiv,JackiePhos,BuCN,0.057,120,11.26,0.483151796
CsOPiv,CgMe-PPh,BuCN,0.057,120,75.46,0.185396976
CsOPiv,PPhMe2,BuCN,0.057,120,0.0,0.155660199
KOAc,P(fur)3,BuOAc,0.057,120,9.35,0.068919178
KOAc,PPh2Me,BuOAc,0.057,120,0.0,0.05762498
KOAc,GorlosPhos HBF4,BuOAc,0.057,120,0.0,0.0686799999999999
KOAc,JackiePhos,BuOAc,0.057,120,5.16,0.386314973
KOAc,CgMe-PPh,BuOAc,0.057,120,46.42,0.0882992819999999
KOAc,PPhMe2,BuOAc,0.057,120,0.0,0.058880809
KOPiv,P(fur)3,BuOAc,0.057,120,14.81,0.067855588
KOPiv,PPh2Me,BuOAc,0.057,120,0.0,0.056530681
KOPiv,GorlosPhos HBF4,BuOAc,0.057,120,38.63,0.067802977
KOPiv,JackiePhos,BuOAc,0.057,120,3.96,0.385213924
KOPiv,CgMe-PPh,BuOAc,0.057,120,33.69,0.087133382
KOPiv,PPhMe2,BuOAc,0.057,120,0.0,0.057786509
CsOAc,P(fur)3,BuOAc,0.057,120,12.14,0.114435316
CsOAc,PPh2Me,BuOAc,0.057,120,0.0,0.103125427
CsOAc,GorlosPhos HBF4,BuOAc,0.057,120,34.4,0.114373931
CsOAc,JackiePhos,BuOAc,0.057,120,2.45,0.431800176
CsOAc,CgMe-PPh,BuOAc,0.057,120,38.65,0.133756026
CsOAc,PPhMe2,BuOAc,0.057,120,0.0,0.104381255
CsOPiv,P(fur)3,BuOAc,0.057,120,10.59,0.155299864
CsOPiv,PPh2Me,BuOAc,0.057,120,0.0,0.143998693
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,120,13.52,0.155129756
CsOPiv,JackiePhos,BuOAc,0.057,120,1.23,0.47266658
CsOPiv,CgMe-PPh,BuOAc,0.057,120,19.71,0.174522762
CsOPiv,PPhMe2,BuOAc,0.057,120,0.0,0.145254521
KOAc,P(fur)3,p-Xylene,0.057,120,4.66,0.052704011
KOAc,PPh2Me,p-Xylene,0.057,120,0.0,0.041445396
KOAc,GorlosPhos HBF4,p-Xylene,0.057,120,0.0,0.052500415
KOAc,JackiePhos,p-Xylene,0.057,120,5.4,0.370126074
KOAc,CgMe-PPh,p-Xylene,0.057,120,31.14,0.071972258
KOAc,PPhMe2,p-Xylene,0.057,120,0.0,0.042701224
KOPiv,P(fur)3,p-Xylene,0.057,120,9.88,0.051628763
KOPiv,PPh2Me,p-Xylene,0.057,120,0.0,0.040351096
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,4.02,0.051420788
KOPiv,JackiePhos,p-Xylene,0.057,120,8.9,0.369044548
KOPiv,CgMe-PPh,p-Xylene,0.057,120,26.39,0.070860622
KOPiv,PPhMe2,p-Xylene,0.057,120,0.0,0.041606925
CsOAc,P(fur)3,p-Xylene,0.057,120,11.72,0.098230225
CsOAc,PPh2Me,p-Xylene,0.057,120,0.0,0.086945842
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,120,21.94,0.098080937
CsOAc,JackiePhos,p-Xylene,0.057,120,6.44,0.415630316
CsOAc,CgMe-PPh,p-Xylene,0.057,120,59.82,0.117577379
CsOAc,PPhMe2,p-Xylene,0.057,120,0.0,0.088201671
CsOPiv,P(fur)3,p-Xylene,0.057,120,5.15,0.139079512
CsOPiv,PPh2Me,p-Xylene,0.057,120,0.0,0.127819108
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,3.69,0.138887595
CsOPiv,JackiePhos,p-Xylene,0.057,120,7.03,0.456505735
CsOPiv,CgMe-PPh,p-Xylene,0.057,120,12.23,0.158276954
CsOPiv,PPhMe2,p-Xylene,0.057,120,0.0,0.129074937
KOAc,P(fur)3,DMAc,0.153,90,10.13,0.033970786
KOAc,PPh2Me,DMAc,0.153,90,3.02,0.022708682
KOAc,GorlosPhos HBF4,DMAc,0.153,90,9.14,0.033781344
KOAc,JackiePhos,DMAc,0.153,90,36.97,0.351467522
KOAc,CgMe-PPh,DMAc,0.153,90,28.9,0.053196497
KOAc,PPhMe2,DMAc,0.153,90,0.0,0.023955804
KOPiv,P(fur)3,DMAc,0.153,90,37.37,0.032955013
KOPiv,PPh2Me,DMAc,0.153,90,2.29,0.021612277
KOPiv,GorlosPhos HBF4,DMAc,0.153,90,30.03,0.032747265
KOPiv,JackiePhos,DMAc,0.153,90,2.9,0.350275005
KOPiv,CgMe-PPh,DMAc,0.153,90,61.09,0.052194994
KOPiv,PPhMe2,DMAc,0.153,90,0.0,0.022861504
CsOAc,P(fur)3,DMAc,0.153,90,24.55,0.079512802
CsOAc,PPh2Me,DMAc,0.153,90,3.61,0.068210829
CsOAc,GorlosPhos HBF4,DMAc,0.153,90,14.72,0.0792978759999999
CsOAc,JackiePhos,DMAc,0.153,90,11.77,0.3968953220000001
CsOAc,CgMe-PPh,DMAc,0.153,90,43.84,0.098740012
CsOAc,PPhMe2,DMAc,0.153,90,0.0,0.06945625
CsOPiv,P(fur)3,DMAc,0.153,90,31.66,0.120406564
CsOPiv,PPh2Me,DMAc,0.153,90,1.36,0.109077609
CsOPiv,GorlosPhos HBF4,DMAc,0.153,90,23.23,0.120195674
CsOPiv,JackiePhos,DMAc,0.153,90,0.97,0.437737454
CsOPiv,CgMe-PPh,DMAc,0.153,90,84.03,0.139729137
CsOPiv,PPhMe2,DMAc,0.153,90,0.0,0.110329516
KOAc,P(fur)3,BuCN,0.153,90,5.7,0.045962058
KOAc,PPh2Me,BuCN,0.153,90,0.0,0.034676685
KOAc,GorlosPhos HBF4,BuCN,0.153,90,5.26,0.045772092
KOAc,JackiePhos,BuCN,0.153,90,24.05,0.363522315
KOAc,CgMe-PPh,BuCN,0.153,90,19.99,0.065243382
KOAc,PPhMe2,BuCN,0.153,90,0.0,0.035932514
KOPiv,P(fur)3,BuCN,0.153,90,52.2,0.045224794
KOPiv,PPh2Me,BuCN,0.153,90,0.0,0.033582385
KOPiv,GorlosPhos HBF4,BuCN,0.153,90,14.99,0.0447525009999999
KOPiv,JackiePhos,BuCN,0.153,90,22.3,0.362414578
KOPiv,CgMe-PPh,BuCN,0.153,90,52.23,0.064396627
KOPiv,PPhMe2,BuCN,0.153,90,0.0,0.034838214
CsOAc,P(fur)3,BuCN,0.153,90,29.45,0.091644861
CsOAc,PPh2Me,BuCN,0.153,90,0.0,0.080177131
CsOAc,GorlosPhos HBF4,BuCN,0.153,90,16.44,0.09135838
CsOAc,JackiePhos,BuCN,0.153,90,36.32,0.409116973
CsOAc,CgMe-PPh,BuCN,0.153,90,63.2,0.111075602
CsOAc,PPhMe2,BuCN,0.153,90,0.0,0.08143296
CsOPiv,P(fur)3,BuCN,0.153,90,44.4,0.132632916
CsOPiv,PPh2Me,BuCN,0.153,90,0.0,0.121050397
CsOPiv,GorlosPhos HBF4,BuCN,0.153,90,18.19,0.132245083
CsOPiv,JackiePhos,BuCN,0.153,90,16.91,0.449841205
CsOPiv,CgMe-PPh,BuCN,0.153,90,36.73,0.151745627
CsOPiv,PPhMe2,BuCN,0.153,90,0.0,0.122306226
KOAc,P(fur)3,BuOAc,0.153,90,10.04,0.041843595
KOAc,PPh2Me,BuOAc,0.153,90,0.0,0.030545517
KOAc,GorlosPhos HBF4,BuOAc,0.153,90,0.0,0.041600537
KOAc,JackiePhos,BuOAc,0.153,90,4.39,0.359231178
KOAc,CgMe-PPh,BuOAc,0.153,90,16.83,0.061053388
KOAc,PPhMe2,BuOAc,0.153,90,0.0,0.031801346
KOPiv,P(fur)3,BuOAc,0.153,90,33.6,0.04088181
KOPiv,PPh2Me,BuOAc,0.153,90,0.0,0.029451217
KOPiv,GorlosPhos HBF4,BuOAc,0.153,90,5.65,0.040538016
KOPiv,JackiePhos,BuOAc,0.153,90,5.68,0.358144134
KOPiv,CgMe-PPh,BuOAc,0.153,90,22.65,0.059991823
KOPiv,PPhMe2,BuOAc,0.153,90,0.0,0.030707046
CsOAc,P(fur)3,BuOAc,0.153,90,34.6,0.0874821809999999
CsOAc,PPh2Me,BuOAc,0.153,90,0.0,0.076045963
CsOAc,GorlosPhos HBF4,BuOAc,0.153,90,4.16,0.087124381
CsOAc,JackiePhos,BuOAc,0.153,90,3.38,0.404725944
CsOAc,CgMe-PPh,BuOAc,0.153,90,31.58,0.106636797
CsOAc,PPhMe2,BuOAc,0.153,90,0.0,0.077301792
CsOPiv,P(fur)3,BuOAc,0.153,90,25.64,0.128305051
CsOPiv,PPh2Me,BuOAc,0.153,90,0.0,0.116919229
CsOPiv,GorlosPhos HBF4,BuOAc,0.153,90,9.39,0.128027064
CsOPiv,JackiePhos,BuOAc,0.153,90,2.77,0.445595779
CsOPiv,CgMe-PPh,BuOAc,0.153,90,18.93,0.147438912
CsOPiv,PPhMe2,BuOAc,0.153,90,0.0,0.118175058
KOAc,P(fur)3,p-Xylene,0.153,90,10.66,0.035553567
KOAc,PPh2Me,p-Xylene,0.153,90,0.0,0.024273053
KOAc,GorlosPhos HBF4,p-Xylene,0.153,90,0.18,0.03532873
KOAc,JackiePhos,p-Xylene,0.153,90,6.73,0.352958586
KOAc,CgMe-PPh,p-Xylene,0.153,90,16.95,0.054748126
KOAc,PPhMe2,p-Xylene,0.153,90,0.0,0.025528882
KOPiv,P(fur)3,p-Xylene,0.153,90,37.3,0.034556497
KOPiv,PPh2Me,p-Xylene,0.153,90,0.0,0.023178753
KOPiv,GorlosPhos HBF4,p-Xylene,0.153,90,2.49,0.034242861
KOPiv,JackiePhos,p-Xylene,0.153,90,9.96,0.351876074
KOPiv,CgMe-PPh,p-Xylene,0.153,90,20.67,0.053667403
KOPiv,PPhMe2,p-Xylene,0.153,90,0.0,0.024434582
CsOAc,P(fur)3,p-Xylene,0.153,90,40.04,0.081161243
CsOAc,PPh2Me,p-Xylene,0.153,90,0.0,0.069773499
CsOAc,GorlosPhos HBF4,p-Xylene,0.153,90,1.65,0.080834541
CsOAc,JackiePhos,p-Xylene,0.153,90,6.77,0.398459178
CsOAc,CgMe-PPh,p-Xylene,0.153,90,44.22,0.100348101
CsOAc,PPhMe2,p-Xylene,0.153,90,0.0,0.071029328
CsOPiv,P(fur)3,p-Xylene,0.153,90,18.95,0.121957536
CsOPiv,PPh2Me,p-Xylene,0.153,90,0.0,0.110646765
CsOPiv,GorlosPhos HBF4,p-Xylene,0.153,90,0.93,0.121705179
CsOPiv,JackiePhos,p-Xylene,0.153,90,9.32,0.439341751
CsOPiv,CgMe-PPh,p-Xylene,0.153,90,13.02,0.141107495
CsOPiv,PPhMe2,p-Xylene,0.153,90,0.0,0.111902594
KOAc,P(fur)3,DMAc,0.153,105,32.04,0.034033947
KOAc,PPh2Me,DMAc,0.153,105,3.79,0.022710901
KOAc,GorlosPhos HBF4,DMAc,0.153,105,21.77,0.033817753
KOAc,JackiePhos,DMAc,0.153,105,63.88,0.351545097
KOAc,CgMe-PPh,DMAc,0.153,105,87.0,0.053363987
KOAc,PPhMe2,DMAc,0.153,105,0.0,0.023955804
KOPiv,P(fur)3,DMAc,0.153,105,64.46,0.033033107
KOPiv,PPh2Me,DMAc,0.153,105,2.77,0.021613661
KOPiv,GorlosPhos HBF4,DMAc,0.153,105,72.45,0.032869553
KOPiv,JackiePhos,DMAc,0.153,105,11.68,0.350300316
KOPiv,CgMe-PPh,DMAc,0.153,105,98.49,0.05230281
KOPiv,PPhMe2,DMAc,0.153,105,0.0,0.022861504
CsOAc,P(fur)3,DMAc,0.153,105,52.56,0.079593548
CsOAc,PPh2Me,DMAc,0.153,105,3.24,0.068209762
CsOAc,GorlosPhos HBF4,DMAc,0.153,105,59.83,0.079427918
CsOAc,JackiePhos,DMAc,0.153,105,22.3,0.396925677
CsOAc,CgMe-PPh,DMAc,0.153,105,100.0,0.098901909
CsOAc,PPhMe2,DMAc,0.153,105,0.0,0.06945625
CsOPiv,P(fur)3,DMAc,0.153,105,55.96,0.120476616
CsOPiv,PPh2Me,DMAc,0.153,105,0.0,0.109073688
CsOPiv,GorlosPhos HBF4,DMAc,0.153,105,76.34,0.120348779
CsOPiv,JackiePhos,DMAc,0.153,105,2.84,0.437742845
CsOPiv,CgMe-PPh,DMAc,0.153,105,100.0,0.139775175
CsOPiv,PPhMe2,DMAc,0.153,105,0.0,0.110329516
KOAc,P(fur)3,BuCN,0.153,105,11.61,0.046007436
KOAc,PPh2Me,BuCN,0.153,105,0.0,0.034676685
KOAc,GorlosPhos HBF4,BuCN,0.153,105,11.6,0.045820772
